,file,page
1304,3338906.3338916,4
1305,3341703,3
1306,3360546,21
1307,3368089.3409686,5
1308,3445814.3446730,8
1309,3485488,23
1310,2699467,34
1311,3385412.3386019,14
1312,SC.2018.00069,2
1313,ICSE.2019.00072,41
1314,3072959.2983617,3
1315,3371077,1
1316,151271.151277,12
1317,3293883.3295728,3
1318,3110277,11
1319,CGO51591.2021.9370315,9
1320,3368089.3409758,0
1321,3468264.3468570,11
1322,3485514,1
1323,3178487.3178514,4
1324,3061709,7
1325,3360589,3
1326,3434314,21
1327,3428279,16
1328,3290376,25
1329,3428249,23
1330,3158116,9
1331,358407.358427,22
1332,1141885.1141895,6
1333,3230543.3230560,7
1334,3158141,14
1335,2845076,5
1336,2701.356110,9
1337,3178487.3178489,5
1338,3477132.3483582,12
1339,3387902.3392632,1
1340,3230543.3230560,12
1341,3385412.3386004,14
1342,3434311,19
1343,3089248,1
1344,3428295,3
1345,3204949.3204961,10
1346,3110277,23
1347,3447786.3456255,8
1348,3341703,27
1349,292395.292399,4
1350,3281411.3281432,6
1351,3426428.3426917,14
1352,3061709,28
1353,3428217,7
1354,3136014.3136018,4
1355,3290319,21
1356,3339825.3394930,2
1357,3371077,8
1358,3408988,23
1359,326147.326153,6
1360,3293883.3295726,5
1361,3360597,18
1362,ICSE.2019.00046,9
1363,3485482,5
1364,1268769.1268774,9
1365,1916461.1916470,13
1366,3371077,26
1367,3204949.3204953,4
1368,356022.356027,0
1369,3341697,23
1370,3314221.3314621,4
1371,3295500.3356178,18
1372,3453483.3454090,9
1373,275323.275328,5
1374,3293880.3294105,6
1375,3386367.3431315,3
1376,1055531.1055538,15
1377,3437801.3441598,5
1378,3341301.3359629,2
1379,3453483.3454055,7
1380,3293882.3330577,11
1381,3466752.3480061,15
1382,3377811.3380323,11
1383,3373376.3378473,5
1384,3290331,2
1385,3204949.3204953,14
1386,3485514,14
1387,3468264.3468557,4
1388,3314221.3314596,1
1389,3485482,8
1390,3368089.3409700,8
1391,2049662.2049668,0
1392,3434330,13
1393,3477132.3483541,3
1394,3304109.3325814,5
1395,3230543.3230573,4
1396,2818313,4
1397,2049662.2049668,5
1398,2616971,13
1399,502800.502803,3
1400,3314221.3314594,11
1401,3236024.3236026,2
1402,3358960.3379128,7
1403,3293883.3295731,3
1404,3360589,16
1405,2616971,14
1406,3434314,1
1407,3133879,26
1408,3452296.3472890,11
1409,3341301.3359632,6
1410,229473.229475,4
1411,3276511,18
1412,2450153.2450159,5
1413,3371136,21
1414,3428208,18
1415,3452296.3472905,15
1416,3377811.3380372,5
1417,3437992.3439926,0
1418,3061664,7
1419,3360546,14
1420,131766.131772,11
1421,3446804.3446854,15
1422,3453483.3454097,19
1423,3468264.3468547,10
1424,3485508,12
1425,3236780,4
1426,2699467,2
1427,3460319.3464834,9
1428,3158141,11
1429,3168819,0
1430,210089.210091,28
1431,3133934,1
1432,2890491,16
1433,3461648.3463852,6
1434,3295500.3356178,33
1435,3447786.3456260,3
1436,357456.357462,3
1437,3368089.3409723,11
1438,225545.225553,12
1439,3466752.3480061,17
1440,3168819,9
1441,1356052.1356057,20
1442,3372885.3373835,2
1443,3133850.3133851,10
1444,3384441.3395990,8
1445,356022.356027,17
1446,2699467,32
1447,3314221.3314621,13
1448,ICSE.2019.00123,9
1449,3341703,17
1450,3290376,9
1451,3368089.3409755,10
1452,3061664,5
1453,3133879,3
1454,2699467,19
1455,210089.210091,22
1456,3428249,9
1457,3428279,12
1458,3445814.3446709,16
1459,2750675.2750679,5
1460,3276511,5
1461,347837.347852,25
1462,2331130.2331137,6
1463,3461648.3463852,2
1464,3368089.3409687,11
1465,1236463.1236469,13
1466,3466752.3480131,14
1467,3385412.3385970,12
1468,3395363.3397360,1
1469,3168818,11
1470,3428217,6
1471,3290335,33
1472,3290381,11
1473,3136014.3136018,1
1474,2700586,4
1475,3110277,13
1476,3061709,10
1477,2513109.2513117,4
1478,3434311,27
1479,232826.232856,4
1480,3468264.3468533,7
1481,3192366.3192400,4
1482,ICSE.2019.00072,17
1483,3452296.3472913,20
1484,3427921.3450240,11
1485,3453483.3454091,1
1486,1268776.1268782,3
1487,3360589,11
1488,3445814.3446730,4
1489,3428279,25
1490,3290331,4
1491,SC.2018.00004,10
1492,3371134,3
1493,3368089.3409682,5
1494,3106237.3106254,11
1495,3368089.3409726,10
1496,3485488,12
1497,3360597,6
1498,3236024.3236034,12
1499,3371081,13
1500,3360602,23
1501,3453483.3454029,13
1502,1055531.1055538,12
1503,3126908.3126948,8
1504,3368089.3409686,8
1505,3281411.3281436,12
1506,3452296.3472890,4
1507,3155744,6
1508,3468264.3468570,6
1509,3434336,8
1510,3290362,10
1511,3452296.3472913,13
1512,3485478,16
1513,198429.198438,3
1514,3368089.3409723,2
1515,3290372,2
1516,3236781,6
1517,3158142,18
1518,3468264.3468598,2
1519,3341703,24
1520,3360557,23
1521,3445814.3446712,12
1522,3428295,1
1523,3368089.3409668,10
1524,3230543.3230573,6
1525,3304109.3306222,17
1526,ICSE.2019.00120,10
1527,3372885.3373835,0
1528,3377811.3380348,17
1529,3136014.3136032,5
1530,3133928,18
1531,3453483.3454072,14
1532,3373376.3378478,10
1533,3447786.3456233,5
1534,3445814.3446730,2
1535,3477132.3483552,8
1536,3384441.3395984,7
1537,3408982,24
1538,3110249,5
1539,3368089.3409684,10
1540,3360568,24
1541,42288.42290,0
1542,3453483.3454055,6
1543,3276532,3
1544,2513109.2513117,7
1545,3304109.3325817,1
1546,3434339,15
1547,3341703,25
1548,3158142,11
1549,3192366.3192410,2
1550,3338906.3338916,1
1551,3276499,26
1552,3295500.3356170,14
1553,210089.210091,33
1554,3395363.3397360,0
1555,3377811.3380372,12
1556,3158089,23
1557,3110277,19
1558,3485514,22
1559,3304109.3306222,3
1560,3452296.3472905,16
1561,3377555.3377901,2
1562,3293882.3330577,8
1563,3157735,4
1564,3428220,9
1565,3276532,11
1566,3230543.3230573,8
1567,3290335,15
1568,3341301.3359663,10
1569,3485531,18
1570,3453483.3454112,1
1571,3157735,9
1572,1268769.1268774,28
1573,2818313,12
1574,356056.356066,2
1575,3204949.3204953,24
1576,3230543.3230564,12
1577,2699467,24
1578,3290368,1
1579,SC.2018.00013,11
1580,3477132.3483563,6
1581,3200921.3200931,11
1582,3466752.3480117,5
1583,198429.198438,0
1584,3468264.3468533,1
1585,3434339,6
1586,3178487.3178489,2
1587,3377811.3380348,2
1588,569147.569151,14
1589,3377813.3381347,9
1590,ICSE.2019.00072,18
1591,3276532,15
1592,3373376.3378464,2
1593,3368826.3377909,3
1594,3136014.3136016,11
1595,3236781,24
1596,3092703.3092723,12
1597,3290381,23
1598,3447786.3456262,3
1599,3485503,2
1600,3290376,10
1601,3427921.3450240,5
1602,SC.2018.00049,12
1603,3092703.3092722,1
1604,3278532.3278546,11
1605,3110256,21
1606,3204949.3204964,11
1607,3377811.3380438,4
1608,SC.2018.00035,8
1609,3468264.3468626,5
1610,3211332.3211334,4
1611,SC.2018.00015,5
1612,3290376,18
1613,3368089.3409726,5
1614,3276604.3276618,13
1615,3453483.3454091,8
1616,151271.151277,3
1617,3083187.3083214,4
1618,3371081,18
1619,2699471,20
1620,3453483.3454092,1
1621,3368089.3409723,8
1622,3387902.3392632,6
1623,3372885.3373835,8
1624,1356052.1356057,3
1625,3339825.3394929,4
1626,3428295,14
1627,3485521,2
1628,3133894,20
1629,3208903.3208941,6
1630,3192366.3192410,11
1631,3290382,7
1632,3158103,25
1633,ICSE.2019.00067,48
1634,3437801.3441592,10
1635,2890491,12
1636,3371117,3
1637,3211332.3211334,3
1638,3360571,6
1639,3453483.3454112,6
1640,2898349,16
1641,3133934,13
1642,3158103,5
1643,3155338,16
1644,3110249,1
1645,3371109,16
1646,3072959.2983617,2
1647,151271.151277,9
1648,275323.275328,8
1649,2450153.2450159,9
1650,3371136,13
1651,3434322,10
1652,3158116,11
1653,3371077,7
1654,3395363.3397360,9
1655,3290381,5
1656,3371117,8
1657,3360589,21
1658,155743.155767,0
1659,3276508,21
1660,3477132.3483582,14
1661,3341703,1
1662,3373376.3378478,7
1663,3290372,18
1664,2834115,17
1665,3434305,15
1666,3360571,4
1667,3360602,19
1668,3372885.3373835,12
1669,3158089,22
1670,3360568,4
1671,3072959.3054739,5
1672,3110256,15
1673,3290319,16
1674,3385412.3386000,15
1675,138351.138378,13
1676,SC.2018.00004,1
1677,3473591,10
1678,ICSE.2019.00067,29
1679,3304109.3306222,13
1680,3290350,26
1681,3290362,8
1682,198429.198433,15
1683,210089.210090,7
1684,3384441.3395990,7
1685,3371134,13
1686,CGO51591.2021.9370323,4
1687,3453483.3454094,11
1688,3293883.3295726,2
1689,3408982,7
1690,2331130.2331137,1
1691,3360602,12
1692,3428208,1
1693,2701.356110,8
1694,3371077,11
1695,3293883.3295728,1
1696,3434330,21
1697,3477132.3483585,15
1698,1268769.1268774,26
1699,3466752.3480131,8
1700,3446804.3446854,6
1701,3371077,13
1702,3460319.3464834,13
1703,2168773.2168779,10
1704,229473.229475,2
1705,3204949.3204964,10
1706,3204949.3204953,0
1707,3133895,26
1708,3434314,7
1709,3406088.3409019,7
1710,3110277,5
1711,3434314,12
1712,3314221.3314600,15
1713,3360584,29
1714,3371081,8
1715,3360557,4
1716,ICSE.2019.00067,8
1717,3295500.3356170,11
1718,3133899,24
1719,3428208,29
1720,3468264.3468547,3
1721,1236463.1236469,9
1722,SC.2018.00013,4
1723,3360584,3
1724,CGO51591.2021.9370317,11
1725,3408985,8
1726,3155338,12
1727,3460319.3464841,11
1728,3477132.3483558,10
1729,3158089,3
1730,3200921.3200933,3
1731,3314221.3314621,2
1732,3368089.3409723,9
1733,3341301.3359652,13
1734,3385412.3385970,1
1735,3408982,27
1736,2699471,13
1737,3230543.3230573,1
1738,3377811.3380348,31
1739,3293882.3330571,1
1740,210232.210235,4
1741,3290382,24
1742,3368089.3409723,6
1743,3304109.3306222,0
1744,3236024.3236059,10
1745,3453483.3454091,10
1746,3385412.3385981,9
1747,3485482,17
1748,3471874.3472980,11
1749,1067967.1067970,4
1750,3447786.3456262,12
1751,3485521,5
1752,3408985,0
1753,3428279,27
1754,3314221.3314594,3
1755,3236795,19
1756,3236794,28
1757,210089.210091,32
1758,3136014.3136016,1
1759,3290350,4
1760,3377811.3380360,11
1761,356004.356010,1
1762,3434286,13
1763,3290372,6
1764,3290368,13
1765,3428258,19
1766,356004.356010,10
1767,3368089.3409684,12
1768,3373376.3378455,14
1769,3468264.3468596,3
1770,3119904,8
1771,3434305,5
1772,3452296.3472902,6
1773,1391989.1391995,4
1774,229473.229475,3
1775,2890491,13
1776,3293880.3294105,9
1777,3341301.3359646,13
1778,1391989.1404581,15
1779,3276532,13
1780,3155338,25
1781,3371103,6
1782,3358960.3379128,8
1783,358407.358424,1
1784,155743.155767,2
1785,3428258,15
1786,1916461.1916470,9
1787,3434311,25
1788,3466752.3480114,10
1789,3446804.3446850,1
1790,3360576,24
1791,3314221.3314645,9
1792,3473591,9
1793,3446804.3446854,20
1794,214392.214393,4
1795,3428208,24
1796,3373376.3378478,11
1797,3368089.3409700,5
1798,3377811.3380343,5
1799,3468264.3468596,5
1800,3377555.3377901,5
1801,1055531.1055538,1
1802,3158116,5
1803,3473587,8
1804,3290350,12
1805,3460319.3464837,6
1806,1322436.1322441,19
1807,3377813.3381358,4
1808,3236024.3236061,11
1809,3211332.3211334,7
1810,CGO51591.2021.9370315,11
1811,SC.2018.00064,4
1812,2701.356110,1
1813,3453483.3454105,6
1814,3236024.3236041,7
1815,3428288,14
1816,3360576,23
1817,3236024.3236029,4
1818,3485483,2
1819,3447786.3456260,1
1820,3119904,5
1821,3341642,3
1822,2700586,43
1823,3368089.3409679,0
1824,3447786.3456233,11
1825,232826.232846,10
1826,3290381,10
1827,SC.2018.00069,9
1828,3373376.3378478,5
1829,3485542,21
1830,3290376,19
1831,3133902,21
1832,3387902.3392634,0
1833,3477132.3483579,9
1834,2750675.2750679,4
1835,2168773.2168779,8
1836,3158096,0
1837,3092703.3092727,2
1838,3460319.3464827,10
1839,3290319,27
1840,3434286,28
1841,3485521,26
1842,3133899,28
1843,3428288,4
1844,3368089.3409726,6
1845,2669372,25
1846,3466752.3480063,4
1847,3211332.3211335,4
1848,3092703.3092727,4
1849,3428279,2
1850,3428249,18
1851,210089.210091,13
1852,3373376.3378455,3
1853,178365.178391,19
1854,3485508,15
1855,3485503,19
1856,3072959.3054739,18
1857,3295500.3356178,2
1858,3110256,18
1859,3341301.3359638,3
1860,3434314,23
1861,3377555.3377901,7
1862,3092703.3092723,34
1863,3485508,10
1864,3290368,18
1865,3485520,9
1866,3426428.3426917,5
1867,3368089.3409745,2
1868,3446804.3446854,25
1869,3360584,6
1870,3304109.3306222,16
1871,3485521,4
1872,3377811.3380438,1
1873,198429.198438,2
1874,3471874.3472984,8
1875,3437992.3439926,11
1876,1527286.1527291,20
1877,3437992.3439926,5
1878,2669372,14
1879,210089.210091,8
1880,3471874.3472980,15
1881,3453483.3454094,6
1882,3290376,13
1883,3360597,17
1884,3304109.3325814,1
1885,3434330,16
1886,3236781,20
1887,3426425.3426940,16
1888,1163641.1163646,9
1889,3445814.3446736,12
1890,3373376.3378464,11
1891,3158116,2
1892,3290372,0
1893,3092703.3092723,32
1894,3371109,7
1895,3341697,9
1896,3089248,14
1897,3371136,12
1898,3453483.3454041,3
1899,2700586,29
1900,3385412.3386010,1
1901,3365438.3410939,8
1902,3453483.3454090,4
1903,3385412.3385991,14
1904,3133895,16
1905,3158096,13
1906,3371109,11
1907,3371136,28
1908,3373376.3378473,13
1909,3428279,15
1910,3445814.3446725,7
1911,3200921.3200931,8
1912,3158141,5
1913,3460319.3464841,3
1914,2699467,18
1915,275323.275328,1
1916,3360584,20
1917,3314221.3314621,16
1918,3434293,16
1919,3427921.3450240,8
1920,3434293,21
1921,1527286.1527291,26
1922,3276528,6
1923,3437801.3441624,1
1924,3341301.3359659,14
1925,3365438.3410939,2
1926,3437801.3441578,0
1927,3385412.3386014,14
1928,3110277,22
1929,3276508,5
1930,1268769.1268774,21
1931,3341301.3359632,2
1932,3437801.3441617,4
1933,3485488,20
1934,3408982,15
1935,3293883.3295731,7
1936,962437.962444,15
1937,3445814.3446754,4
1938,3485531,7
1939,3092703.3092722,10
1940,3290382,9
1941,3428249,2
1942,779359.779360,14
1943,3460319.3464834,7
1944,3385412.3385991,11
1945,3204949.3204953,9
1946,3341697,4
1947,3365438.3410936,3
1948,3304109.3306222,25
1949,98267.98291,1
1950,2049662.2049668,2
1951,355972.355982,3
1952,3371103,0
1953,2699471,3
1954,1824801.1824814,5
1955,3290350,20
1956,3395363.3397360,8
1957,3428295,17
1958,3158142,20
1959,3437801.3441598,13
1960,3434314,0
1961,SC.2018.00013,10
1962,3471874.3472984,4
1963,3453483.3454105,14
1964,3133895,22
1965,3485478,14
1966,3341697,7
1967,3384441.3395990,3
1968,3368089.3409682,4
1969,3434293,14
1970,3453483.3454029,12
1971,3466752.3480122,17
1972,3295500.3356178,24
1973,279232.279234,13
1974,3341697,20
1975,3157735,0
1976,3133899,27
1977,3373376.3378464,4
1978,3473591,29
1979,3460319.3464837,4
1980,3387902.3392634,3
1981,3485514,5
1982,3387902.3392630,2
1983,3377811.3380441,5
1984,3295500.3356178,1
1985,3211332.3211334,6
1986,3460319.3464841,4
1987,3473599,13
1988,3211332.3211335,11
1989,3365438.3410943,9
1990,3428208,6
1991,2168773.2168779,0
1992,3290372,21
1993,3341642,0
1994,3477132.3483563,8
1995,3276516,27
1996,138351.138378,12
1997,2699471,2
1998,3385412.3385981,11
1999,3276511,14
2000,3485478,7
2001,292395.292399,0
2002,3360589,24
2003,3445814.3446709,7
2004,151271.151277,11
2005,3230543.3230564,5
2006,3110256,8
2007,198429.198433,9
2008,3168813,3
2009,356056.356066,0
2010,3089248,6
2011,ICSE.2019.00108,11
2012,1322436.1322441,5
2013,3133879,17
2014,3453483.3454090,0
2015,2700586,49
2016,2818313,18
2017,SC.2018.00004,7
2018,3360602,9
2019,3453483.3454097,12
2020,3158103,2
2021,3434314,8
2022,3290382,18
2023,3485523,2
2024,3437801.3441598,1
2025,ICSE.2019.00072,25
2026,3426425.3426940,10
2027,3360576,19
2028,1268769.1268774,25
2029,1268769.1268774,19
2030,3458864.3466625,11
2031,1163641.1163646,5
2032,3453483.3454068,9
2033,3453483.3454092,10
2034,3158096,29
2035,3293882.3330577,1
2036,3453483.3454105,11
2037,3293882.3330550,4
2038,3360602,13
2039,1268769.1268774,23
2040,3368826.3377913,12
2041,3445814.3446754,10
2042,3434311,16
2043,3158096,6
2044,3204949.3204964,3
2045,3133899,10
2046,3236795,27
2047,3446804.3446854,4
2048,3477132.3483563,11
2049,ICSE.2019.00067,0
2050,326147.326153,2
2051,3373376.3378473,10
2052,3133895,4
2053,3458864.3466625,10
2054,3453483.3454102,8
2055,3447786.3456233,6
2056,3477132.3483579,14
2057,3290368,11
2058,3384441.3395990,6
2059,3434305,21
2060,3158089,6
2061,3377811.3380323,7
2062,3360568,6
2063,3314221.3314645,7
2064,3360571,19
2065,203082.203088,8
2066,569147.569151,6
2067,2699471,11
2068,3428279,5
2069,3428208,4
2070,3083187.3083218,5
2071,3238147.3238197,8
2072,3133895,0
2073,2616971,16
2074,3437801.3441598,11
2075,98267.98291,6
2076,3428249,19
2077,225545.225553,0
2078,3304109.3306222,6
2079,3293883.3295726,3
2080,3360602,21
2081,3452296.3473336,1
2082,3204949.3204961,7
2083,2701.356110,7
2084,3485531,10
2085,3178487.3178507,13
2086,3290335,21
2087,3158116,18
2088,3276604.3276618,1
2089,2701.356108,2
2090,3276508,11
2091,3310165.3310176,1
2092,3168813,4
2093,3211332.3211334,15
2094,3428295,7
2095,3341642,8
2096,3178487.3178507,6
2097,3133899,11
2098,3453483.3454097,1
2099,1163641.1163646,0
2100,1141885.1141895,3
2101,3477132.3483550,9
2102,3290335,3
2103,3373376.3378473,8
2104,2700586,51
2105,3445814.3446712,4
2106,3453483.3454094,10
2107,3290370,2
2108,3471874.3472980,4
2109,3290362,19
2110,1268769.1268774,20
2111,3395363.3397360,4
2112,3360589,22
2113,356012.356018,7
2114,3485523,11
2115,3453483.3454029,4
2116,3371136,22
2117,225545.225553,1
2118,3434336,23
2119,3377811.3380348,9
2120,3434330,14
2121,3211332.3211334,0
2122,2845076,14
2123,3276516,24
2124,3452296.3472913,19
2125,3446804.3446850,9
2126,3485483,1
2127,3428279,24
2128,3385412.3385991,0
2129,3485531,4
2130,3385412.3386018,1
2131,3485531,20
2132,3126908.3126948,12
2133,3466752.3480061,4
2134,3485531,16
2135,3445814.3446709,14
2136,ICSE.2019.00075,4
2137,326147.326153,5
2138,3314221.3314594,9
2139,2700586,55
2140,3477132.3483582,7
2141,3485542,28
2142,3290362,1
2143,3290335,22
2144,3485508,21
2145,3437992.3439926,1
2146,3466752.3480117,1
2147,225545.225553,6
2148,3452296.3472898,2
2149,3485514,3
2150,3276516,11
2151,358407.358427,3
2152,3447786.3456262,2
2153,2591005,18
2154,3385412.3385991,10
2155,3477132.3483550,8
2156,ICSE.2019.00072,32
2157,3168813,7
2158,356022.356027,12
2159,3293883.3295731,10
2160,3453483.3454090,6
2161,3446804.3446854,21
2162,3460319.3464823,11
2163,356012.356018,2
2164,3290382,28
2165,3110245,7
2166,3368826.3377913,3
2167,3371100,19
2168,3276604.3276618,2
2169,3453483.3454102,23
2170,3395363.3397380,2
2171,3452296.3472898,22
2172,3452296.3472905,11
2173,3061664,1
2174,3428217,21
2175,3453483.3454092,11
2176,3466752.3480114,11
2177,3434311,12
2178,3290319,13
2179,3385412.3386018,13
2180,3371100,25
2181,3385412.3386015,0
2182,1055531.1055538,14
2183,ICSE.2019.00072,7
2184,3236024.3236041,1
2185,3314221.3314645,5
2186,ICSE.2019.00120,3
2187,3485523,27
2188,3368089.3409757,0
2189,3290381,1
2190,3408982,18
2191,3110249,9
2192,3236024.3236029,0
2193,3428295,9
2194,3368089.3409700,0
2195,3304109.3306222,37
2196,3377811.3380348,29
2197,3485503,1
2198,3453483.3454029,11
2199,3293880.3294105,0
2200,3157735,14
2201,ICSE.2019.00072,16
2202,3092703.3092723,2
2203,3453483.3454041,20
2204,232826.232846,1
2205,3276528,14
2206,3452296.3472905,2
2207,3434311,5
2208,3385412.3386010,6
2209,1039813.1039820,13
2210,3377811.3380440,2
2211,3110249,18
2212,3061664,12
2213,3236780,6
2214,3434286,10
2215,3385412.3386004,8
2216,3468264.3468542,10
2217,3468264.3468533,3
2218,1268776.1268782,9
2219,3314221.3314594,15
2220,3460319.3464827,4
2221,3428220,2
2222,3314221.3314594,13
2223,3426428.3426917,8
2224,3477132.3483541,6
2225,3360602,24
2226,3485520,14
2227,3447786.3456233,4
2228,3236795,5
2229,2898349,13
2230,3236024.3236073,10
2231,3434339,5
2232,3426425.3426940,3
2233,3341697,16
2234,3360602,7
2235,3360557,5
2236,3290350,10
2237,3377811.3380360,2
2238,3434339,0
2239,3485482,3
2240,3133895,13
2241,3434322,15
2242,3290362,7
2243,3377811.3380438,6
2244,3341301.3359629,9
2245,3236781,17
2246,3092703.3092723,6
2247,1824801.1824814,2
2248,3192366.3192414,3
2249,3133934,16
2250,3485523,19
2251,358407.358427,18
2252,3095076,8
2253,98267.98291,5
2254,3236795,23
2255,3473587,16
2256,CGO51591.2021.9370315,10
2257,ICSE.2019.00072,34
2258,155743.155767,9
2259,ICSE.2019.00067,45
2260,3211332.3211334,10
2261,3368089.3409703,5
2262,2845076,13
2263,3274808.3274825,3
2264,3178487.3178514,8
2265,3158096,25
2266,3290362,24
2267,3477132.3483549,14
2268,3290350,5
2269,131766.131772,7
2270,2834115,11
2271,2818313,13
2272,3385412.3386015,1
2273,305658.287652,8
2274,347837.347852,11
2275,3368089.3409684,4
2276,3445814.3446712,1
2277,1527286.1527291,4
2278,131766.131772,6
2279,3408988,17
2280,3110256,22
2281,3360546,6
2282,3428212,7
2283,ICSE.2019.00072,37
2284,SC.2018.00049,5
2285,3192366.3192400,7
2286,3458864.3466625,5
2287,3185467.3185498,6
2288,2700586,21
2289,3368089.3409748,8
2290,3368089.3409684,5
2291,3428212,16
2292,3485488,7
2293,353474.353484,7
2294,232826.232856,7
2295,3377811.3380409,4
2296,1141885.1141895,16
2297,3236024.3236034,0
2298,3371081,12
2299,3341301.3359663,4
2300,3360584,25
2301,3092703.3092727,8
2302,3368089.3409679,8
2303,3365438.3410943,4
2304,3360597,22
2305,1186785.1186790,0
2306,962437.962444,8
2307,3158103,19
2308,3428212,11
2309,3477132.3483541,2
2310,ICSE.2019.00125,6
2311,3133850.3133851,3
2312,3373376.3378455,12
2313,2699471,16
2314,3447786.3456255,15
2315,3385412.3386000,1
2316,3428295,12
2317,3458864.3466625,6
2318,3437801.3441578,6
2319,3385412.3386014,13
2320,3092703.3092723,25
2321,3368089.3409686,10
2322,3158142,15
2323,3485478,6
2324,3371117,15
2325,3453483.3454102,7
2326,3377811.3380441,9
2327,78928.78932,6
2328,ICSE.2019.00030,0
2329,3133879,5
2330,2700586,6
2331,3434336,24
2332,3385412.3386018,4
2333,ICSE.2019.00075,9
2334,3377811.3380385,7
2335,3178487.3178507,0
2336,3371117,11
2337,3368826.3377913,2
2338,3061664,18
2339,3434314,6
2340,2890491,18
2341,3368089.3409758,5
2342,3446804.3446854,23
2343,3168818,12
2344,SC.2018.00065,10
2345,ICSE.2019.00072,12
2346,3445814.3446709,2
2347,3373376.3378455,13
2348,3434339,18
2349,3466752.3480114,8
2350,178365.178391,8
2351,3368089.3409726,9
2352,3485514,7
2353,3293882.3330571,2
2354,3408982,16
2355,CGO51591.2021.9370323,5
2356,3314221.3314594,7
2357,3368089.3409700,6
2358,3338906.3338909,1
2359,2700586,48
2360,3360576,15
2361,3236024.3236034,11
2362,3428212,2
2363,3434311,10
2364,3360584,14
2365,3371103,11
2366,3453483.3454097,6
2367,3387902.3392630,3
2368,3466752.3480061,11
2369,358407.358427,7
2370,3133894,7
2371,3110249,2
2372,210089.210091,12
2373,3236024.3236026,6
2374,3408985,7
2375,3466752.3480114,7
2376,1067967.1067970,9
2377,3371134,21
2378,3453483.3454055,11
2379,3371109,21
2380,3445814.3446754,2
2381,3427921.3450240,3
2382,3072959.3054739,7
2383,2700586,30
2384,3377811.3380409,3
2385,3158142,28
2386,3341301.3359646,8
2387,3083187.3083214,2
2388,3426428.3426917,4
2389,3341301.3359659,15
2390,1527286.1527291,2
2391,3373376.3378473,9
2392,3061709,16
2393,3158142,25
2394,3158116,17
2395,3341301.3359629,1
2396,3341642,14
2397,3236794,6
2398,1141885.1141895,17
2399,3072959.2983617,12
2400,210089.210090,6
2401,3236024.3236061,1
2402,SC.2018.00049,3
2403,3106237.3106254,8
2404,3136014.3136016,2
2405,3377811.3380384,0
2406,3236794,20
2407,3368089.3409703,1
2408,3293883.3295731,9
2409,3200921.3200931,10
2410,3377813.3381358,2
2411,3341301.3359646,4
2412,3468264.3468557,3
2413,1824801.1824812,15
2414,3437801.3441598,9
2415,3385412.3386019,6
2416,3460319.3464823,10
2417,3368089.3409686,1
2418,3158141,6
2419,3434339,9
2420,3447786.3456233,13
2421,3373376.3378480,2
2422,3368089.3409682,2
2423,3386367.3431297,9
2424,2890491,14
2425,3365438.3410943,10
2426,3314221.3314596,8
2427,3452296.3472905,9
2428,3466752.3480131,2
2429,3408985,10
2430,3341642,13
2431,3106237.3106254,6
2432,569147.569151,11
2433,229473.229475,14
2434,3290382,2
2435,962437.962444,12
2436,3437992.3439931,9
2437,3485521,18
2438,3477132.3483579,15
2439,3485523,6
2440,3158142,6
2441,3332466.3374547,28
2442,3477132.3483550,12
2443,2834115,10
2444,3428258,12
2445,3158141,21
2446,3368089.3409743,7
2447,3446804.3446850,8
2448,3276516,1
2449,3035918.3064034,5
2450,210089.210091,14
2451,3133902,9
2452,3360602,8
2453,3453483.3454097,9
2454,3290376,24
2455,3092703.3092705,6
2456,3276508,22
2457,2845076,4
2458,3089248,20
2459,3453483.3454102,2
2460,3236781,7
2461,3158089,14
2462,3136014.3136018,6
2463,3468264.3468533,5
2464,3158096,18
2465,1916461.1916470,4
2466,3168819,8
2467,3314221.3314600,5
2468,3434336,21
2469,3360584,10
2470,356022.356027,15
2471,3192366.3192414,9
2472,2669372,22
2473,2699471,29
2474,3445814.3446765,1
2475,3110245,10
2476,3428288,9
2477,3428288,22
2478,3332466.3374547,22
2479,3434293,9
2480,3428249,5
2481,3485523,9
2482,3485503,14
2483,3192366.3192402,0
2484,3293883.3295731,1
2485,3290381,0
2486,3293882.3330577,4
2487,3428258,4
2488,178365.178391,15
2489,3133850.3133851,9
2490,3437992.3439926,4
2491,3453483.3454072,1
2492,3445814.3446730,11
2493,3377813.3381358,6
2494,3158103,13
2495,358407.358424,6
2496,2450153.2450159,2
2497,3434322,27
2498,3341301.3359652,4
2499,214392.214393,11
2500,3290370,16
2501,3385412.3386004,2
2502,214392.214395,12
2503,356012.356018,9
2504,3338906.3338916,0
2505,3453483.3454055,10
2506,3445814.3446709,13
2507,3468264.3468547,9
2508,3434293,19
2509,3477132.3483549,11
2510,347837.347852,9
2511,3377811.3380323,2
2512,3468264.3468542,8
2513,3276508,9
2514,3092703.3092723,8
2515,3395363.3397360,6
2516,3290331,14
2517,3453483.3454029,14
2518,3236794,14
2519,3360546,18
2520,3485478,17
2521,3368089.3409703,0
2522,3341301.3359638,15
2523,3428212,17
2524,3341703,28
2525,3133894,22
2526,3360597,10
2527,3192366.3192400,16
2528,3384441.3395983,9
2529,3368826.3377909,6
2530,3371136,7
2531,3133879,20
2532,3133902,25
2533,3341301.3359640,6
2534,3290362,23
2535,356022.356028,1
2536,3434322,17
2537,3385412.3386004,9
2538,3477132.3483558,13
2539,3395363.3397348,9
